1985-05-01	 36.6383
1985-06-01	 35.4184
1985-07-01	 34.2709
1985-08-01	 33.8411
1985-09-01	 34.6826
1985-10-01	 33.4498
1985-11-01	 34.1048
1985-12-01	 29.5807
1986-01-01	 25.2609
1986-02-01	 16.8622
1986-03-01	 13.3181
1986-04-01	 12.5621
1986-05-01	 14.2754
1986-06-01	 12.2961
1986-07-01	 10.0871
1986-08-01	 13.5117
1986-09-01	 13.9921
1986-10-01	 13.6932
1986-11-01	 14.4211
1986-12-01	 15.3397
1987-01-01	 16.5182
1987-02-01	 15.2809
1987-03-01	 15.6204
1987-04-01	 15.5698
1987-05-01	 15.9458
1987-06-01	 16.4063
1987-07-01	 17.5500
1987-08-01	 17.0353
1987-09-01	 16.0591
1987-10-01	 16.3643
1987-11-01	 14.6527
1987-12-01	 13.4664
1988-01-01	 13.3266
1988-02-01	 13.1823
1988-03-01	 12.1130
1988-04-01	 13.3540
1988-05-01	 13.4537
1988-06-01	 13.2715
1988-07-01	 13.1959
1988-08-01	 13.5542
1988-09-01	 12.1240
1988-10-01	 10.9670
1988-11-01	 10.9201
1988-12-01	 12.5971
1989-01-01	 14.3176
1989-02-01	 14.2471
1989-03-01	 16.0926
1989-04-01	 17.1334
1989-05-01	 16.5866
1989-06-01	 16.3610
1989-07-01	 15.8494
1989-08-01	 15.5932
1989-09-01	 16.6387
1989-10-01	 16.8312
1989-11-01	 16.5044
1989-12-01	 16.5556
1990-01-01	 16.7469
1990-02-01	 15.9543
1990-03-01	 15.5888
1990-04-01	 14.3945
1990-05-01	 13.8889
1990-06-01	 12.9999
1990-07-01	 14.1022
1990-08-01	 19.6245
1990-09-01	 24.7658
1990-10-01	 25.9843
1990-11-01	 22.9635
1990-12-01	 19.6288
1991-01-01	 17.3363
1991-02-01	 13.3110
1991-03-01	 14.6359
1991-04-01	 15.8340
1991-05-01	 16.2415
1991-06-01	 15.9808
1991-07-01	 16.9726
1991-08-01	 16.8707
1991-09-01	 16.9230
1991-10-01	 18.1138
1991-11-01	 16.7716
1991-12-01	 14.0299
1992-01-01	 13.8220
1992-02-01	 14.2537
1992-03-01	 14.3985
1992-04-01	 15.2454
1992-05-01	 15.6683
1992-06-01	 16.1721
1992-07-01	 14.8679
1992-08-01	 14.1948
1992-09-01	 14.7056
1992-10-01	 15.3818
1992-11-01	 15.5000
1992-12-01	 14.7886
1993-01-01	 14.5630
1993-02-01	 15.5528
1993-03-01	 15.9781
1993-04-01	 15.5139
1993-05-01	 15.3603
1993-06-01	 15.0512
1993-07-01	 14.7874
1993-08-01	 14.9624
1993-09-01	 13.9188
1993-10-01	 14.5146
1993-11-01	 13.7115
1993-12-01	 12.0738
1994-01-01	 12.5688
1994-02-01	 12.2547
1994-03-01	 11.8740
1994-04-01	 13.0261
1994-05-01	 13.8681
1994-06-01	 14.2137
1994-07-01	 14.4743
1994-08-01	 13.9764
1994-09-01	 13.1558
1994-10-01	 13.0991
1994-11-01	 13.7831
1994-12-01	 13.2546
1995-01-01	 13.3426
1995-02-01	 13.5011
1995-03-01	 12.8245
1995-04-01	 13.6595
1995-05-01	 13.8754
1995-06-01	 12.9011
1995-07-01	 11.8710
1995-08-01	 12.3954
1995-09-01	 12.8179
1995-10-01	 12.1219
1995-11-01	 12.6176
1995-12-01	 13.6362
1996-01-01	 13.5422
1996-02-01	 13.3620
1996-03-01	 14.5735
1996-04-01	 15.8357
1996-05-01	 14.9926
1996-06-01	 14.5078
1996-07-01	 15.2648
1996-08-01	 15.7163
1996-09-01	 17.7969
1996-10-01	 19.0408
1996-11-01	 17.8571
1996-12-01	 18.8150
1997-01-01	 19.0961
1997-02-01	 17.6215
1997-03-01	 17.0163
1997-04-01	 15.8286
1997-05-01	 16.7818
1997-06-01	 15.8726
1997-07-01	 16.6621
1997-08-01	 17.5709
1997-09-01	 16.9914
1997-10-01	 18.0412
1997-11-01	 16.9764
1997-12-01	 15.7648
1998-01-01	 14.3927
1998-02-01	 13.5061
1998-03-01	 12.7433
1998-04-01	 13.0170
1998-05-01	 13.0171
1998-06-01	 12.2412
1998-07-01	 11.8878
1998-08-01	 11.2511
1998-09-01	 11.8583
1998-10-01	 11.1202
1998-11-01	 10.1850
1998-12-01	 8.7563
1999-01-01	 9.5267
1999-02-01	 9.4106
1999-03-01	 11.8780
1999-04-01	 14.4228
1999-05-01	 14.8960
1999-06-01	 15.6664
1999-07-01	 18.1469
1999-08-01	 19.3069
1999-09-01	 21.6807
1999-10-01	 20.7934
1999-11-01	 23.4241
1999-12-01	 24.8273
2000-01-01	 24.9276
2000-02-01	 27.4256
2000-03-01	 28.1746
2000-04-01	 24.5615
2000-05-01	 30.2532
2000-06-01	 31.2514
2000-07-01	 30.4733
2000-08-01	 33.3047
2000-09-01	 37.2103
2000-10-01	 36.7711
2000-11-01	 37.7163
2000-12-01	 28.8488
2001-01-01	 27.4682
2001-02-01	 29.8793
2001-03-01	 28.0598
2001-04-01	 29.7733
2001-05-01	 32.6926
2001-06-01	 32.4803
2001-07-01	 29.4168
2001-08-01	 28.7054
2001-09-01	 28.7614
2001-10-01	 23.8075
2001-11-01	 21.6987
2001-12-01	 21.4690
2002-01-01	 22.5709
2002-02-01	 23.4545
2002-03-01	 27.8976
2002-04-01	 29.2965
2002-05-01	 28.1191
2002-06-01	 25.8120
2002-07-01	 25.9310
2002-08-01	 26.9925
2002-09-01	 28.9213
2002-10-01	 27.8898
2002-11-01	 24.2473
2002-12-01	 27.1056
2003-01-01	 28.2833
2003-02-01	 29.8076
2003-03-01	 27.1826
2003-04-01	 22.8764
2003-05-01	 21.9380
2003-06-01	 23.3076
2003-07-01	 24.9572
2003-08-01	 26.4694
2003-09-01	 23.9297
2003-10-01	 24.7033
2003-11-01	 24.6460
2003-12-01	 24.0496
2004-01-01	 24.2096
2004-02-01	 24.0717
2004-03-01	 26.6673
2004-04-01	 27.6457
2004-05-01	 30.8791
2004-06-01	 29.3277
2004-07-01	 30.7268
2004-08-01	 34.1204
2004-09-01	 35.0205
2004-10-01	 39.3565
2004-11-01	 34.4724
2004-12-01	 29.9761
2005-01-01	 33.6007
2005-02-01	 35.2464
2005-03-01	 40.4137
2005-04-01	 41.3922
2005-05-01	 39.4243
2005-06-01	 45.7259
2005-07-01	 48.2549
2005-08-01	 52.0461
2005-09-01	 52.1871
2005-10-01	 49.3474
2005-11-01	 47.8653
2005-12-01	 48.5179
2006-01-01	 52.4815
2006-02-01	 51.8170
2006-03-01	 52.5811
2006-04-01	 57.5616
2006-05-01	 55.7091
2006-06-01	 55.4378
2006-07-01	 58.7493
2006-08-01	 57.7940
2006-09-01	 50.2820
2006-10-01	 47.6976
2006-11-01	 46.7381
2006-12-01	 47.4282
2007-01-01	 42.2269
2007-02-01	 44.9066
2007-03-01	 47.2648
2007-04-01	 50.2325
2007-05-01	 50.2504
2007-06-01	 52.5685
2007-07-01	 55.2325
2007-08-01	 52.3674
2007-09-01	 55.1692
2007-10-01	 57.7252
2007-11-01	 62.8231
2007-12-01	 62.7599
2008-01-01	 62.4387
2008-02-01	 64.0862
2008-03-01	 66.1209
2008-04-01	 69.8474
2008-05-01	 80.1039
2008-06-01	 85.9319
2008-07-01	 85.2843
2008-08-01	 77.0383
2008-09-01	 69.9981
2008-10-01	 55.2039
2008-11-01	 43.1188
2008-12-01	 32.0770
2009-01-01	 34.2974
2009-02-01	 34.5613
2009-03-01	 36.5235
2009-04-01	 39.0474
2009-05-01	 42.8033
2009-06-01	 49.5164
2009-07-01	 46.4590
2009-08-01	 51.1313
2009-09-01	 46.9331
2009-10-01	 49.7654
2009-11-01	 52.0729
2009-12-01	 51.6425
2010-01-01	 53.9784
2010-02-01	 54.4891
2010-03-01	 59.0665
2010-04-01	 63.9929
2010-05-01	 61.6167
2010-06-01	 62.1816
2010-07-01	 58.9178
2010-08-01	 59.9151
2010-09-01	 59.8432
2010-10-01	 60.2167
2010-11-01	 63.1009
2010-12-01	 69.5780
2011-01-01	 72.5877
2011-02-01	 76.6326
2011-03-01	 82.1068
2011-04-01	 85.1395
2011-05-01	 79.8296
2011-06-01	 79.0854
2011-07-01	 81.7058
2011-08-01	 76.7140
2011-09-01	 79.8159
